CID44468217, -9.7
CID44468762, -9.6
CID25000917, -9.0
CID44468216, -8.7
CID44468219, -8.4
CID44468355, -7.6
CID25001248, -7.2
CID25000921, -6.5
CID44468356, -6.2
CID44468761, 
CID44470274, 
